index,部屋,風呂,料理（朝食）,料理（夕食）,接客・サービス,清潔感,見出し,本文
362,5,5,3,1,4,4,夕食を１番の楽しみにしていましたが,お部屋に露天風呂付きの客室は良かったです。お風呂も気持ち良くてお部屋も清潔でした。一番の楽しみにしていた夕食は最初に前菜と蒸し鍋が置かれていましたが、次のお料理が来るまで30分何も出てきませんでした。提供も遅く品数は少なく海鮮丼は生臭くて全部食べられませんでした。すごく残念な気持ちになってしまいました。
363,3,3,3,3,4,4,夕朝食の個室への変更,宿泊2日前に部屋食を個室食へ変更お願いしましたら気持ちよい対応していただけました。食事は松茸の土瓶蒸しが美味しく秋を感じました。ただ味噌汁と天ぷらが冷めて衣が固くなって揚げたてを食べたかったです。部屋はとても清潔でしたが部屋の露天風呂はかけ流しのせいか熱くしばらく水で調節しました。
364,4,5,5,5,5,5,大満足,大変お世話様になりました。部屋付きの露天風呂が大変気に入りました。予定より1時間も早く着いてしまいましたが、気持ち良く迎えてくれ、特に仲居さんが気の利くｽﾃｷな方で助かりました。2日前が結婚記念日（48回目）の話をすると、夕食に鯛のお頭焼きを水引付きで用意してくれました。（料理長さん、ありがとうございました）料理は品数が多く、食べるのに苦労しました。（朝、夕共）只一つ座椅子のすわりごこちが良くありませんでした。いい旅ができました。御礼申し上げます。ありがとうございました。
365,3,1,4,2,3,3,期待が大きすぎました,じゃらんでいくつもの賞を受賞している宿だったので食事、温泉等楽しみにしていました。夕食に出された生野菜はいつからカットされていたのか切り口が茶色で食べる気になりませんでした。温泉は塩素のにおいが強くお風呂上がりも身体から臭うほどで温泉を楽しむという感覚にはなりませんでした。箱根湯本駅まで巡回バスが出ていたので、最終便(たしか17時半過ぎ)に乗ったのですが駅前のお土産店はほぼ閉店していました。2.3軒営業していたお店も次々と閉まってしまい、暗くなってしまったさみしい夜道をとぼとぼ徒歩で約15分帰ってきました。どんな目的でバスに乗るかまで把握してほしい訳ではありませんが、せめてバスの時刻表に17時を過ぎると駅前のお店はほとんど閉まってしまう事くらい書いておいてほしかったです。(次の日リベンジ観光して分かりました)トータル的に期待が大き過ぎたようで残念でした。
366,5,4,4,4,2,4,部屋食ＮＧ,5人で3人2人の二部屋を予約しました、部屋に半露天でとても良かったです。部屋食を希望したのですが希望に添えませんと言われ残念でした。
367,4,5,5,5,5,5,料理が美味しい お風呂が清潔,別館に宿泊。和洋室で、広さ充分でした。多少古さは感じましたが補修してあるのでまあいいかな。トイレは少し狭さを感じました。浴衣だけでなく、お風呂用のかごもあって嬉しかったです。夕飯は美味しさ、ボリュームともに大満足。朝食もバイキングなのであまり期待してなかったのですが、種類豊富で一品一品の味も良く、美味しくいただきました。お風呂は到着した夜に地下一階の方に入ったのですが、更衣室の広さ、清潔感にびっくり。お風呂も柔らかい泉質でとても気持ち良かったです。翌朝は1階のお風呂に。地下一階とは作りも広さも結構違いました。でも泉質は普通に良く気持ち良かったです。ただ、浴場入口の自動ドアが壊れていたようで、入口が全開になっていたのは、防犯上どうかと心配になりました。スタッフの方々の対応も丁寧で良かったです。また行きたいです。
368,5,5,3,5,5,5,客室露天風呂最高,客室露天風呂最高でした。接客もいつもと変わらず嬉しかった。部屋も綺麗夕食は私のミスで部屋出しでは無かったけど美味しい食事を堪能しお風呂にたっぷり浸かってのんびり出来ました。また行きたいまた使わせてください。1つあげるとするなら、ベッドの寝心地は今ひとつ...。枕が合わなすぎて熟睡とまではいかず首が痛くなった事清潔さと食事、接客には満足してるのでOKです。また今年の終わり頃もしくは来年1月、2月くらいにどっぷり温泉に浸かりたい!!
369,3,5,3,3,3,4,毎度お世話になってます,毎度お世話になってます。今回ははじめて別館を利用しました。いつもは本館の良い部屋を利用しているため、差が激しく。。リーズナブルなので仕方がないと理解はしていますが、なかなか高級部屋の慣れは抜けなくて。まず移動がめんどくさかったです。あといつも部屋食利用だったので、食事処の普通が何かはわかりませんが、人が多くガヤガヤしていてゆっくり出来なかったです。朝食バイキングも料理に人の群がりがすごくてしんどかった。【はじめての別館だね。ワクワク】と家族で会話して訪れましたが、最後には家族から【旅費をケチったからこうなったんだ!】とクレームが、、。部屋選びって凄い重要だなと実感しました。21日にリベンジでいつも利用の特別室に泊まる予定です。
370,5,5,5,4,5,5,朝食ビュッフェが最高！,母と姉と3人で利用させて頂きました。坂の上なので、駅からはバスを利用し、交通の便は良いと思いました。朝食ビュッフェが最高でした！品数も多く、和食、中華、洋食、なんでもあり、全部を食べる事は出来ませんでしたが、デザートが小ぶりで、美味しく、目を楽しませてくれました。窓からの景色も自然豊かで、良かったです。
371,5,5,4,5,5,4,露天風呂付の部屋が良かった,たまたま予約の取れた部屋が露天風呂付で他のお客さんんがいない１人の癒しの空間になった。夕食の量も満足できるし朝食バイキングの種類も豊富で満足できた。スタッフも笑顔で丁寧に対応してくれたし、ホテルから箱根湯本への100円マイクロバスも使用でき便利。ただ混むと立ち乗りになってしまうのが少し苦。全体的には満足できたので、またの機会があれば利用したいと思います。
372,5,5,5,4,4,5,ゆったり出来て満足です。,母親と2人で露天風呂付きの部屋に泊まりました。部屋は綺麗に清掃され和の雰囲気で落ち着きがあり大満足でした。トイレや露天風呂には手すりもあり高齢の母も使い勝手は良かったようです。ベットのマットはやや固めで寝心地が良く、ぐっすり休むことが出来ました。１つ残念なことが、夕飯は会場に案内され、席に座ったときに大きめのハエが飛び出し、祓ったがテーブルの上に居座っていたので近くにいたスタッフに処理してもらいました。朝食はバイキングで種類が多く、どれも美味しかったです。朝食摂りながらの眺めも最高でした。朝日が登り、山々と沢山のトンボが飛び出した光景が目に焼き付いています。有難うございました。
373,5,5,4,4,5,5,お騒がしました,今回は孫、娘家族全員17名でお世話になりました、食事も宴会場で気兼ねなく、楽しい1日を過ごし、とても思い出に残る旅行でした、いつもスタッフさんはお世話になり、感謝しております、本当にありがとうございますもうそろそろ紅葉の時期になり、また近い内、お邪魔させて頂きますインフルエンザが流行っておりますので、皆様お気を付け下さい又、会えることを楽しみにしてます
374,5,5,5,4,5,5,いつも通りで,いつも通りで、安心して泊まれる宿です色々物価も上がり、大変ですが、頑張って下さいイツモ、気持ちの良い、接客で、嬉しく思います
375,3,3,3,3,3,3,露天風呂,部屋の露天風呂にチェックインしてすぐに入った時は良かったのですが、夜入る時に温度が引く調整のボタンを押しても上がらず、湯船から出てお湯が溜まるのを待ってから入ると湯冷しの水が入り温度が下がってしまい寒いおもいをしました。料理は普通でした。自動販売機で、おつまみやカップ麺とか売ってあればいいと思います。
376,4,4,4,4,5,5,立地の良いホテルでした,箱根湯本からそれほど遠くないし、車で芦ノ湖へも行きやすく、場所の良いホテルと思います。建物は大きく、大風呂もものすごい広さで居心地が良かったです。部屋食だったのですが、テーブルが低くて腰痛持ちの私には辛かったです。食事は量はほどほどで美味しくて良かったです。部屋の風呂も温泉でしたが、温度が高くて熱かったです。
377,4,5,5,5,5,4,ゆっくりと落ち着いた時間を過ごすことができました。,婚約の記念に温泉露天風呂付きのお部屋で宿泊させていただきました。源泉では高めの温度で調整方法を教えていただき、お部屋の紹介が終わったら晩御飯前に早速入浴させていただきました。湯かき棒を使ってお湯を混ぜたりも、生まれてから触ったことのないものだったので体験としてもとても良かったです。また、何度も好きなタイミングにお風呂に入れることはとても贅沢で日々の仕事の疲れなど洗い流す落ち着いた時間を過ごすことができました。ご飯も豪華な和食づくしで、お部屋で落ち着いて食べることができたので2人の時間を満喫させて頂きました。仲居さんの対応も丁寧で満足でした。本当にゆっくりと過ごせて満足だったのでまたお邪魔したいと思っております。ありがとうございました。帰りのバスは混み合うので少し早めに並んでおいた方が良さそうです。他のホテルも経由して箱根湯本駅へ向かうのですが、南風荘が始発なので座って帰ることができた事も助かりました。バスは行き帰り共に前払い制、1人100円。お釣りなど出るタイプではないのでこれから始めて行く方はお気をつけて。無くて困ってる人もお見受けしました。
378,3,3,4,4,4,3,良くも悪くも普通,ディズニー帰りに家族で利用しました。口コミがよかったので利用しましたが、自分達は地方から遊びに来ていたのですが、地元の温泉宿比べても、可も無く不可もなく全体的に普通と嫁と話していました。
379,5,5,5,5,5,5,娘を連れての初旅行！,今回初めて、南風荘さんに泊まりました。生後7ヶ月の娘を連れての旅行だったので、不安がありましたが、スタッフの方の心遣いで非常に快適な旅行となりました。お風呂も料理も最高でしたので、また泊まりに行かせてもらいます！
380,4,4,3,5,3,3,コストパフォーマンスに満足出来なかった,露天風呂付きの部屋を予約して良かったです。部屋全体的に綺麗で夕食も部屋食なので良かったですが、布団と畳が高い金額の割に期満足できないことが残念でした。
381,5,5,5,4,5,5,ゆっくり過ごせました,箱根旅湯本の温泉に久々に訪れましたが、緑濃いロケーションで大変癒やされました。今回は露天風呂付きの部屋だったのでゆっくり過ごせて大変満足です。
382,5,5,5,5,5,5,大満足です。,始めての箱根旅行で色々と調べた結果、南風荘さんを選ばせて頂いたのですが大正解でした。お部屋、料理、接客どれもがとてもよかったです。始めてまた宿泊したいと思うホテルです、ありがとうございました。
383,5,5,4,4,4,5,高齢の父を連れていけた（小柄女性、車なし）,介護１の軽い認知のある90代の父を毎年誕生日に連れていく。コロナも怖いので、部屋食・部屋風呂のプランがとても助かる。また、禁酒なのに、旅先ではお酒をつい飲みたくなってしまう父に「酒」が目に入らない、耳に入らない手を打っていただき、ノンアルビールを食事の際に注文を取らずに黙って出していただく。和室に脱衣所・露天が直結しており、秋でも床暖房で温かく、手すりもついている。浴室と寝室の間には窓もあり目が届く、寝室から露天にべランダを通じてすぐにかけつけられる作りで、すごく安心。今年改装したのかな？更にきれいになっていた。部屋付きのスタッフは親切で男女半々くらいなので安心感がある。トイレに手すりが設置されるといい。おねしょシートもナイショでシーツの下に敷いてくれるといい。食事は減塩食があるといい（現在も比較的味は濃くないのが助かる）。高齢者は複雑な料理が理解できないので、蓋ものは苦手だし、ご飯を含め取り分けも危ない。品数は少なくていい。料理長の誕生日サービスがサプライズで、父もたいへん喜んだ（ありがとう！）。駅からのシャトルバスは行きはとても混むので、直行があるといい。これから、介護度があがったら、どこまで連れていけるか　頼りにしたいが、車いすとなるとホテルまでの往復が難。タクシーでも乗り降りはどうなるのだろう。せっかくの温泉だから、連れていった介護者もリラックスできる環境と手助けがあるホテルはとても貴重です。館内は広いので、目を離した隙に一人で部屋を出てしまうと絶対迷子になります。ゆかたの袖に名札シールを貼りました。迷子になってたらスタッフが声をかけてくれると信じて。プラスfeeがついても、スタッフが　トイレとお風呂だけでも駆けつけてくれると　旅行できる人口は増えると思う。できることが少なくなる高齢者には温泉はとても大きな喜びであり、同行する介護者もめったにいけない旅行になるので、ホテルもぜひ顧客層として注目して欲しいです。
384,5,5,5,4,5,5,何より客室露天風呂が最高でした。,今回客室露天風呂があるホテルを探していて南風荘を見つけました。接客も丁寧にして下さり、館内も清潔感があり過ごしやすかったです。また、夕食朝食共に満足感があり美味しかったです。特に客室露天風呂が最高で好きな時に好きなだけ入れるため、ゆったりとくつろぐことが出来ました。また機会があれば行きたいです。
385,5,4,4,5,4,4,ロビーがとても清潔感あり,ロビーが広くとても清潔感がありました。部屋はベッドルームと和室が２部屋あり、広々として清潔感があって良いです。夕飯は個室で、とってもリラックス出来、美味しかったです。大浴場の内風呂も密にならない程度の程良い広さが安心出来ました。あと、ウェルカムの温かいお茶は香りがとても良く、とてもリラックス出来て、良かったです。オリジナルだったのか？思わず売店でお土産で購入しました。
386,5,5,5,5,5,5,傘寿の母と二人　母娘旅行,傘寿の母を祝いたいと、部屋は露天風呂付きにし食事も夕食朝食とも部屋食と、少々お値段はかかりましたが、それ以上に沢山のオモテナシをいただきました。部屋係の方から、傘寿の記念にと言って写真を撮っていただき、それをプリントしたものをプレゼントしていただきました。また、夕食時には料理長からもお祝いのサプライズがあり、鯛のお頭の塩焼きやお赤飯をちまき風に巻いたものをいただきました。南風荘のスタッフのみなさんのオモテナシ、母も大変よろこんでおり、記念旅行が記憶に残る旅行になりました。今回も、食事も温泉も最高でした！
387,5,5,5,5,5,5,露天風呂付きのお部屋が最高でした。,今回83歳の親を連れての家族旅行でした。脚が悪いこともあって露天風呂付きのお部屋にしました。お湯がとても良いのと入りやすかったので3回も入ってました。料理も夕、朝と一品一品がとても凝っててとても美味しく頂きました。仲居さんもとても良くして頂いて、家族全員大満足でした。ありがとうございました
388,5,5,5,5,5,4,最高の初子連れ旅でした,初めての子連れ旅行で緊張していましたが、離乳食の温めや添い寝対応など細やかに対応していただき、子供も喜んでいましたし、私達も久しぶりにゆったりできました。お料理やお風呂も最高、スタッフの方々も皆様感じが良くてまた利用したいと思いました。建物は古いですがお部屋はリフォーム済みで清潔感がありました。ただ一点残念だったのが、子供を部屋付きの露天風呂に入れようとしたらすごくタバコ臭い…。その前に私が一人で入った時は臭わなかったのに。喫煙所は遠かったので近くのデッキか別の部屋のベランダで喫煙している人がいたようです。しばらくしたら臭いはしなくなりました。ホテルは悪くないですが何とかならないものかと感じました。
389,5,5,5,5,5,5,清潔感のある露天風呂付きの部屋が最高。料理も美味しい。接客も良かった。,朝食も夕食も部屋食でゆっくり食事ができて良かった。接客も到着時から丁寧で部屋食の準備の時も気遣いがあり良かった。大浴場、部屋の露天風呂、トイレも清潔で気持ち良く過ごせて疲れをとることができました。ホテル周辺の環境も良く散歩もできた。
390,4,5,5,5,5,5,温泉を堪能,６人グループでの旅行で、１０畳で女性4人は少し狭く感じたけど、飲んで喋って温泉に浸かってのんびりできました。部屋が少し暑い、と言ったら直ぐに対応してくれるなど、家にいるような感じで過ごせました。朝食のスタイルも対応してもらえました。
391,5,5,5,5,5,5,全てよかったですが、夕食の和食が1番満足！,口コミを信じて南風荘さんに決めてよかったです。客室露天風呂、7回位入りました！奮発してよかったと思います。夕食は豪華、量も大満足。美味しかったです。みなみかぜのスタッフの方のおもてなしも、私達には素晴らしいと感じました。
392,5,5,5,5,4,4,露天風呂付特別室がとても良かったです,闘病している母と、姉と、私の3人で宿泊しました。特別室を利用したのですが、部屋もお庭もとても広く、和風で風情がありとても素敵なお部屋でした。部屋付の露天風呂は足を伸ばしてのびのび入れる大きさでお湯加減もちょうどよく最高でした。建物自体はやや年季が入ってはいるものの、清潔に保たれていました。ごはんも秋の旬の物が沢山使用されていて、刺身も含めとても美味しかったです。お値段は多少張りましたが、それに見合う設備やサービスでとても良い思い出になりました。
393,5,4,5,5,4,4,お部屋が広くてきれい！,2人で利用しました。お部屋が広くて綺麗、接客が丁寧、料理（部屋食）が美味しい、全てにおいて大満足な宿でした。
394,3,2,4,2,4,4,部屋の露天風呂が残念,フロントの方お部屋係の方の接客はとても気持ちのいいものでした。大浴場はとても広く自慢なんだろうなと感じました。ただ部屋の露天風呂が熱すぎて結局入ることができませんでした。あらかじめ部屋露天風呂の説明は受けましたが…また夕食の釜飯が芯が残っており残念でした。箱根の温泉街は大型のホテルが数件あります。もう一工夫すればよい評判が増えるのではと思います。
395,5,5,5,5,5,5,客室露天風呂と部屋食が最高でした♪,彼との初旅行で、少し奮発をして客室露天風呂付きのお部屋をとりました。まず入ると、清潔感のある綺麗なお部屋でテンション上がりました！！宿ではゆったり過ごすことができ、夜と朝の部屋食も最高でした…季節に合わせた盛り付けもあって、お月見のうさぎが乗っていて可愛かったです♪彼もとっても満足していてまた行きたいねって話しました。2人で行く初旅行が南風荘さんで良かったです！！是非また伺いたいです(*^^*)
396,5,4,3,5,4,4,とってもよかったです,箱根湯本駅から車でかなり行くのでホテルに着いたらホテルライフを楽しむ感じです。お部屋にお風呂があったので外の景色を見ながら入れて最高でした。ただ蚊がいたので刺されました。香取線香がありましたが刺されました。夕食は割と魚が多い感じがしましたがとっても美味しかったです。旬を感じられました。また泊まりたいです。
397,5,5,4,4,5,4,お部屋の露天風呂が良かった！,久しぶりの箱根旅行でした。こちらは初の宿泊でしたが、お部屋の露天風呂が広くて良かったです。食事も個室でゆっくり食べれました。スタッフの皆さんも親切で丁寧な接客ありがとうございました！
398,4,4,4,4,3,5,久しぶりの旅です,お部屋はあまり広くは無いが、とても清潔感がありよかったです。部屋風呂も見た時は狭いって思いましたが、以外と入ってみると足も伸ばせるし深さもまあまあ。もう少しお湯が出るといいなと思います。大浴場は、特に地下一階のお風呂は素敵でした。空いていて贅沢に感じるほど良かったです。食事は感激するほどではなかったけど、お米がもう少し美味しく工夫してみてほしいです。あと、夜に出た天ぷらも衣が残念です。冷めてもべたっとならないようの工夫かもしれませんが、硬すぎてもったいないです。デザートもあと一品あるといいな。お会計も、スタッフいないからなのか、機械のチェックアウトなのは今風でしょうがないとして、送り出しのお声掛けはあった方が良いと思います。頑張ってください。ありがとうございました。
399,4,5,5,5,5,5,リピートです。,またまた利用です。前回は217号室だったので今回は101号室でした。賄いさんのスタッフさん今回も担当していただき有難う御座いました。一階の特別室は内風呂が大きく温泉で最高癒されました。フルーツ盛り美味しかったです。また利用します。有難う御座いました。
400,3,5,5,5,3,3,なぜこんなに評価が高いか不思議,2日間で代金18万を払いましたがこの値段ならもう泊まらないかな。誕生日祝いの旅行だったので残念でした。露天風呂付きの部屋に泊まって子供のタオルも浴衣もなかったです。ボディソープももちろんなく。（頼んだら持ってきてくれました。）まぁ子供料金無料なんで仕方ないか、　と思ったら一泊1650円きっちり取られていました。箱根も含め数々の宿に泊まってきましたが子供の料金を払ってこの扱いは初めてです。チェックイン時から「お子さんは食事なし、布団無しを選択されてるので食事も布団もありません。」と何度もしつこく言われ、責められているようでした。更に子供のタオルがあるか尋ねたら「タオルも大人の分2枚しかありません。浴衣とアメニティもありません。」とのことで全て有料。全て2泊分借りることにしました。1500円程。客室露天風呂があるのにタオルが大人一人一枚だけ？不思議が沢山です。実際は部屋に追加タオルが2枚あり、だったら子供のタオルはいらなかったし、更に1日目の清掃で一枚だけ明らかに避けて干していた子供の有料タオルも回収されてしまいました。有料タオルとは…一体…。更に「2泊ですが清掃は必要ですか？」「翌日は何時に部屋を出ますか？」「どんなご予定ですか？」としつこく聞かれうんざり。滞在中夜に巨大なゲジゲジ虫が出て電話をしてもなかなか助けが来てくれず、この世の終わりかと思い子供も翌日まで怖がっていました。また、夫が忘れたメガネは捨てられてしまったようです。部屋のリモコンも壊れていたし、ハンドソープも緑の液体でかつプッシュ部分が壊れていてなかなか出てきませんでした。部屋は比較的綺麗（虫はでたけど）で、ベテラン仲居さんやフレッシュな部屋担当の仲居さん・布団敷きのおじさまがみなさんとってもとっても良くしてくださり、料理も夜も朝も美味しく、誕生日のフルーツプレートは超豪華で、部屋の温泉も地下の大浴場もとてもよく、オイルマッサージとフェイシャルのエステシャンの方の技術も完璧で一部では大変満足したのですが。これらの方が良かっただけに総合的に残念が残ります。子供ができてから客室露天風呂付きの部屋食の旅館を選んでいます。設備はいいのに残念です。
401,5,4,4,5,5,4,お食事も温泉も楽しめました,今回はお部屋でお食事のプランで予約しました。夕飯は特にとても美味しくて、お部屋でゆっくり楽しむことができました。お風呂も部屋についている露天風呂と大浴場の両方を楽しめました。また行きたいと思います。
402,5,5,4,5,5,4,温泉露天風呂最高！,夫婦旅行でお世話になりました。お部屋に付いていた露天風呂が広くて清潔で最高でした。お食事処で頂いたお料理もどれも期待以上でつい食べ過ぎてしまいました。また伺いたいと思います。
403,4,4,4,4,4,3,源泉の温泉が良い,温泉露天風呂付きのお部屋が最高でした。好きな時間に人を気にせず、温泉に浸かれるのがいいですね。部屋食でゆっくり食事ができてよかったです。味も満足でした。
404,4,4,5,4,5,5,お部屋も大浴場も清潔。部屋の露天風呂付を満喫しました,ただただのんびりしたくて、お得なセールの露天風呂付の部屋を予約。風呂の隣のベッドルームはやや湿気でくぐもったにおいが気になりましたが、部屋は清潔。大浴場より部屋お露天風呂がよかった(外はあまり見えないけど解放感あり）。レストランの和風会席はおいしく、シニア夫婦にちょうどいい量でした。若いスタッフは皆さんとても感じが良かったです。
405,5,5,5,5,5,5,ご飯、お部屋共に最高,お部屋はとても綺麗で清潔感があり、お部屋の露天風呂がとても良かったです。スタッフの対応も丁寧で、快適に過ごすことができました。ご飯はどれも美味しく見た目も綺麗で、料理長のセンスを感じました。また近くに寄ることがあれば、ぜひ利用したいです。
406,5,5,4,5,5,5,赤ちゃん連れ旅行、最高でした,9月半ばに宿泊。生後8ヶ月の子どものお泊まりデビューをしました。肌寒いかなと思って上着や長袖も持って来ましたが必要なかったです。ノースリーブのワンピースで夕方まで平気でした。南風荘に宿泊するのは2回目で、以前コロナ禍で夫婦で宿泊したときも感染対応やおもてなしが素晴らしかったですが、やはり今回の旅行も最高でした。赤ちゃんもいるし少し奮発して和室特別室Bタイプのお部屋にしたのが良かったです。部屋食で露天風呂付きのお部屋なので何も気にすることなく家族の時間をゆっくり過ごせましたし、部屋が広いので子どもが隣の和室で寝たあとに、襖を軽く閉めて夫婦で晩酌したのも幸せな時間でした。主人が誕生日だったのでケーキをお願いしたら、食後にデザートをお願いする電話をかけたあと、女将さんが電気を消したなかで一緒にお祝いしてくれました。女将さんやお食事の用意を担当してくれる方の距離感も心地よく、子どもが寝てしまう前に家族写真を取れるように気遣って下さったのは嬉しかったです。子を名前で呼んで可愛がってくださりありがとうございました。ベビー用品の貸し出しが充実していて荷物が最低限で済んだことがとても助かりましたが、少し欲を言えば売店で赤ちゃん用品コーナーがあったらもっと安心して利用できたろうなと思います。オムツＳ.M.Lサイズ(パンツタイプ)、明治のミルクキューブ、和光堂の離乳食お弁当5.7.12ヶ月分、があれば最高にウェルカムベビーだと思います。朝食が少し物足りなさを感じたので一点減点しましたが、全体的にとても良いお宿です。またリピートすると思います。
407,4,5,5,5,5,5,スタッフの気遣いが素敵,両親へのプレゼント旅行として露天風呂付き部屋を利用させていただきました。部屋の快適さ・料理の美味しさ・温泉の良さはもちろんのこと、宿泊前からこちらの質問や要望に丁寧に対応いただきました。また、生後3ヶ月程度の赤ちゃん連れでしたが、部屋にベビーグッズをお借りしたり食事処でもクーファンが利用でき安心でした。部屋の空調が風量調整だけで温度調整が難しいという点と、箱根湯本駅から多少距離がある点が問題ない方にとってはとても良い宿だと思います。また利用させていただきたいと思います。
408,4,5,5,5,5,5,ゆっくりできました,女友達と3人で初めて部屋食でゆっくりできました！お風呂も広くすっきりできました！部屋食の時に食事だししてくれた方がすごく丁寧でよかったです。また機会があれば利用させて頂きます。
409,5,5,5,5,5,4,朝食の時間,今回は誕生日祝いで露天風呂付客室を予約させて頂きました。部屋は掃除が行き届いて、客室露天風呂も大きく2人でも入れる大きさで大変満足致しました。大浴場も大きくゆったりと入浴出来ました。ただ、大浴場の天井が一部塗装が剥げていたり、露天風呂の屋根に枯れ葉多く積もっていたのと露天風呂の小さい樽？の床がぬるぬるしていたのが残念でした。後は朝食の時間が7時45分からと遅く、早目に観光に出る人達の事も配慮して頂くと良いと感じました。他、スタッフの方々も大変親切で好感が持てましたし、宿泊当日早目に到着して、駐車場を快く止めさせて頂いた事も感謝します。また、誕生日祝いとして宿から夕食時にお心遣いも頂戴して驚きました。総合的には大満足の宿泊が出来ました。機会がありましたら、また利用させて頂きたいです。お世話になり有り難うございました。
410,5,5,4,4,5,4,接客が本当によかった,初めて箱根旅行に行きました。接客が過去利用した旅館ホテルで群を抜いてよかったです。1人1人丁寧な対応をしてくださり、当たり前なようで当たり前ではない呼名をしてからの挨拶など。。素晴らしかったです。また利用させてください。
411,4,5,-,-,5,5,どこも広々していて綺麗でした,広々とした居間、ベッドルーム、お部屋のお風呂でゆったりのんびり過ごせました。お部屋の案内の方が笑顔の素敵な男性で、リラックスして説明を聞けました。お部屋のお風呂の調整が、少し難しかったですが、浴槽も広く贅沢な時間でした。私たちには宿の食事は多すぎて苦手なんですが、お部屋に温泉がある宿で素泊まりプランはなかなか他ではないので今後も是非続けて頂きたいです。今回はクーポン&キャッシュレス決済利用でとてもお得に宿泊できました。箱根湯本はいまいちリピートしたい宿と出会えずいましたが、やっと見つけました！
412,5,5,4,5,5,5,部屋付き露天風呂が子連れにオススメでした。,子連れの3世帯旅行で、露天風呂付きの和洋室のお部屋を予約しました。室内は清潔でWi-Fiも通っており、何より部屋付き露天風呂が小さい子供には好評で、何度も入りたいと言われとても喜ばれました。アメニティも充実しており、洗面所には雪肌精の化粧水・乳液等やヘアトニック、ヘアリキッドもありとても良かったです。朝食・夕食は和食ですがボリュームがあり美味しかったです。食事は個室にしましたが、子供が多少騒いでもあまり周りに響かないようで安心して食べることができました。
413,4,4,4,4,5,5,年寄りを連れて,いつもながら、92、88、80歳の叔母を連れての4人旅で、部屋露天風呂の和洋室にこだわり、今回は、こちらの宿を。部屋の温泉、満足で叔母2人は大浴場に一度も行かず、ずっと部屋のを利用。朝食もバイキングではなく、和定食でよかったです。事前に車椅子の利用など、何回もメールのやり取りを丁寧にしてくださり、とても感じがよかったです。その担当された方にお会いして、ご挨拶したかったと、叔母が申しておりました。
414,5,5,5,5,5,5,接客、サービスが最高のホテル,露天風呂付きのお部屋に2泊させて頂きました。館内、お部屋、大浴場のお掃除もしっかりされていて大変気持ち良く利用させて頂きました。本当なら赤ちゃんも一緒の旅行のはずが突然の発熱により行かれなかったのですが子連れにおすすめのホテルとだけあってベビー用品の貸し出し等気遣いが各所に感じられ次回は必ず孫と一緒に来たいと思いました。突然の変更にも関わらず、快く対応して下さったフロントの方の接客に大変感謝致しました。
415,5,5,5,5,5,5,スタッフさんの対応が素晴らしい！,スタッフさん、皆さん素晴らしい。笑顔が気持ちがよい。いくら施設の設備がよくても、食事が美味しくても、スタッフさんの対応次第では台無しになります。が、こちらは、施設も問題なし、何よりも、スタッフさんの対応が最高。マイナス点、ありません。食事も、美味しかったです(特に朝食のだし巻き)。※朝食バイキング、ワンランク上の味が楽しめました。年配者に配慮したお部屋のアサインも、非常に助かりました。お部屋食は苦手なので、レストランで頂けたのもありがたかったです。機会があれば、ではなく、機会を作ってまたお伺い致します。口コミ評価の高い理由を、実感致しました。
416,4,5,5,5,4,4,産前旅行,子どもが産まれる前最後に2人でと思い予約しました客室露天風呂のある部屋を探していたのですが、源泉ではないホテルや宿が多い中、南風荘さんは源泉を使用しているということで決めさせていただきました本当ならばお部屋のタイプも選びたかったのですが、座敷での食事（部屋食）が妊婦にはきついかなと思い、椅子のある食事所での食事のプランにしましたまたエレベーターもあるので、階段の上り下りとかもなく食事所への移動はとても楽でした夕飯も朝食もとても美味しかったですとくに朝食の種類の豊富さには驚きましたお部屋のお風呂も2人で入るにはちょうどよく、赤ちゃんが産まれたら…なんて話をしながらまったりできました行く前から目星つけていた、売店の金ゴマアーモンドチョコレートや有平糖も美味しかったですSNSの更新の頻度も多く、情報も得やすかったですほんとに強いて言えばですが、蜘蛛が多かったのがヒヤッとしましたが、立地的に蜘蛛の１匹２匹は仕方ないなと思いました
417,3,5,-,-,4,4,箱根旅,立地も良くて、週末にのんびりと温泉に入って過ごしたい時に最適。チェックアウトも11時なので、ゆっくりできます。
418,5,5,5,5,5,5,素敵なおもてなしと美味しい料理,フロントや駐車場係、すれ違うスタッフみなさんが言うこと無しの対応でしたが、特にお部屋担当の仲居さんの対応が素晴らしく子供が帰りにお別れするのを嫌がる程でした。お部屋もくつろげる広さでゆっくり出来て良かったです。お部屋の露天風呂は川の流れる音を聴きながら贅沢な時間を一人占め出来て最高～♪ただ最初は熱すぎて、すぐには入れませんので注意が必要です。夕食の料理は今までの中でも最高の味と内容でした。子供用の料理もボリューム満点で好きなものだらけ♪サプライズで妻へのバースデーケーキをお願いしてたのですが、料理長さんからのサプライズあり♪仲居さんからは素敵な写真のプレゼントあり♪と最高な時間でした。お風呂も広々としていて露天風呂が特にオススメです！今までで一番のホテルでした♪
